year,imdb,title,test,clean_test,binary,budget,domgross,intgross,code,budget_2013,domgross_2013,intgross_2013,period_code,decade_code,imdb_id,plot,rated,response,language,country,writer,metascore,imdb_rating,director,released,actors,genre,awards,runtime,type,poster,imdb_votes,error
1996,tt0115591,August,dubious,dubious,FAIL,3400000,12636,12636,1996FAIL,5049561,18767,18767,4,3,0115591,"Chekovs Uncle Vanya, transposed to turn-of-the-century North Wales, where the peace and tranquillity of a country house is disturbed by the arrival of the estates tyrannical owner and his ...",PG,True,English,"UK, USA","Anton Chekhov (play), Julian Mitchell",NA,6,Anthony Hopkins,19 Apr 1996,"Anthony Hopkins, Leslie Phillips, Kate Burton, Gawn Grainger","Comedy, Drama, Romance",1 win.,94 min,movie,http://ia.media-imdb.com/images/M/MV5BMjE5MDM3Njg3M15BMl5BanBnXkFtZTcwNTMzNDQzMQ@@._V1_SX300.jpg,548,NA
1996,tt0115736,Bound,ok,ok,PASS,4500000,3802260,7011317,1996PASS,6683242,5646983,10412962,4,3,0115736,"Corky, a tough female ex con and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caeser.",R,True,English,USA,"Andy Wachowski, Lana Wachowski",61,7.5,"Andy Wachowski, Lana Wachowski",04 Oct 1996,"Jennifer Tilly, Gina Gershon, Joe Pantoliano, John P. Ryan","Crime, Drama, Thriller",6 wins & 10 nominations.,108 min,movie,http://ia.media-imdb.com/images/M/MV5BMTI0MjczOTYxNl5BMl5BanBnXkFtZTYwNjc0Mjk5._V1_SX300.jpg,"34,360",NA
1996,tt0115759,Broken Arrow,nowomen,nowomen,FAIL,65000000,70645997,148345997,1996FAIL,96535720,104920957,220318272,4,3,0115759,Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.,R,True,English,USA,Graham Yost,61,5.9,John Woo,09 Feb 1996,"John Travolta, Christian Slater, Samantha Mathis, Delroy Lindo","Action, Adventure, Thriller",1 win & 3 nominations.,108 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY1NTQzMDQwMF5BMl5BanBnXkFtZTYwOTQ1OTk4._V1_SX300.jpg,"66,094",NA
1996,tt0115857,Chain Reaction,notalk,notalk,FAIL,55000000,21226204,60209334,1996FAIL,81684071,31524414,89420791,4,3,0115857,Two researchers in a green alternative energy project are put on the run when they are framed for murder and treason.,PG-13,True,English,USA,"Arne Schmidt (story), Rick Seaman (story), Josh Friedman (story), J.F. Lawton (screenplay), Michael Bortman (screenplay)",NA,5.5,Andrew Davis,02 Aug 1996,"Keanu Reeves, Morgan Freeman, Rachel Weisz, Fred Ward","Action, Drama, Sci-Fi",1 nomination.,107 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU5NTQ2NTUzOF5BMl5BanBnXkFtZTcwMDg1OTgxMQ@@._V1_SX300.jpg,"33,890",NA
1996,tt0116136,DragonHeart,men,men,FAIL,57000000,51364680,104364680,1996FAIL,84654401,76285021,154998762,4,3,0116136,The last dragon and a disillusioned dragonslaying knight must cooperate to stop an evil king who was given partial immortality.,PG-13,True,English,USA,"Patrick Read Johnson (story), Charles Edward Pogue (story), Charles Edward Pogue (screenplay)",NA,6.4,Rob Cohen,31 May 1996,"Dennis Quaid, David Thewlis, Pete Postlethwaite, Dina Meyer","Action, Adventure, Drama",Nominated for 1 Oscar. Another 2 wins & 5 nominations.,103 min,movie,http://ia.media-imdb.com/images/M/MV5BMjE4MDIwMTAxM15BMl5BanBnXkFtZTcwNDc3NTMyMQ@@._V1_SX300.jpg,"66,255",NA
1996,tt0116191,Emma,ok,ok,PASS,5900000,22231658,37831658,1996PASS,8762473,33017679,56186252,4,3,0116191,In rural 1800s England things go bad for a young matchmaker after she finds a man for another woman.,PG,True,English,"UK, USA","Jane Austen (novel), Douglas McGrath (screenplay)",66,6.9,Douglas McGrath,02 Aug 1996,"Gwyneth Paltrow, James Cosmo, Greta Scacchi, Alan Cumming","Comedy, Drama, Romance",Won 1 Oscar. Another 2 wins & 4 nominations.,121 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM0OTY2ODYxNF5BMl5BanBnXkFtZTcwMzEwMTMzMQ@@._V1_SX300.jpg,"21,799",NA
1996,tt0116225,Escape from L.A.,notalk,notalk,FAIL,50000000,25426861,25426861,1996FAIL,74258246,37763082,37763082,4,3,0116225,"Snake Plissken is once again called in by the United States government to recover a potential doomsday device from Los Angeles, now an autonomous island where undesirables are deported.",R,True,English,USA,"John Carpenter (characters), Nick Castle (characters), John Carpenter, Debra Hill, Kurt Russell",NA,5.6,John Carpenter,09 Aug 1996,"Kurt Russell, Steve Buscemi, Peter Fonda, Cliff Robertson","Action, Adventure, Sci-Fi",2 nominations.,101 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc5NDYyMjQwMF5BMl5BanBnXkFtZTYwNzI2MTQ5._V1_SX300.jpg,"41,442",NA
1996,tt0116260,Eye for an Eye,ok,ok,PASS,20000000,26792700,26792700,1996PASS,29703299,39791578,39791578,4,3,0116260,"Karen McCann's eldest daughter is raped and murdered whilst on the phone with her. When the case against Robert Doob, the perpetrator, is dismissed because of a technicality, she starts ...",R,True,"English, French, Spanish, Korean",USA,"Erika Holzer (novel), Amanda Silver (screenplay), Rick Jaffa (screenplay)",NA,6.1,John Schlesinger,12 Jan 1996,"Sally Field, Ed Harris, Olivia Burnette, Alexandra Kyle","Crime, Drama, Thriller",N/A,101 min,movie,http://ia.media-imdb.com/images/M/MV5BMTUwMzc5NTk0NF5BMl5BanBnXkFtZTYwOTYyMzU5._V1_SX300.jpg,"7,661",NA
1996,tt0116282,Fargo,ok-disagree,ok,PASS,7000000,24567751,51204567,1996PASS,10396154,36487162,76047227,4,3,0116282,Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,R,True,English,"USA, UK","Ethan Coen, Joel Coen",85,8.2,"Joel Coen, Ethan Coen",05 Apr 1996,"William H. Macy, Steve Buscemi, Peter Stormare, Kristin Rudrüd","Crime, Drama, Thriller",Won 2 Oscars. Another 60 wins & 32 nominations.,98 min,movie,http://ia.media-imdb.com/images/M/MV5BMTgxNzY3MzUxOV5BMl5BanBnXkFtZTcwMDA0NjMyNA@@._V1_SX300.jpg,"309,702",NA
1996,tt0116361,Freeway,ok,ok,PASS,3000000,295493,295493,1996PASS,4455495,438856,438856,4,3,0116361,"A twisted take on 'Little Red Riding Hood' with a teenage juvenile delinquent on the run from a social worker traveling to her grandmother's house and being hounded by a charming, but sadistic, serial killer/pedophile.",R,True,English,USA,Matthew Bright,61,6.9,Matthew Bright,03 Sep 1997,"Kiefer Sutherland, Reese Witherspoon, Bokeem Woodbine, Paul Perri","Comedy, Crime, Drama",6 wins & 4 nominations.,110 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQ1MTEzMDU0N15BMl5BanBnXkFtZTcwNDI2MTc0MQ@@._V1_SX300.jpg,"19,780",NA
